UUID,Date,Sentiment_score,Lsa_summary
7538d93b-2203-439b-9b8b-23626e0e919a,2016-10-03T08:00:00.000+08:00,3,First Two Weeks Of October EPS Estimates All In One Place
f70edfec-9ab5-441c-b85f-04535e7a674f,2016-10-03T08:00:00.000+08:00,1,"Cramer Shares His Thoughts On Ollie's, Alcoa, Viacom And CBS"
dbf85d1b-ed6c-4bcd-a8fd-1435301148e7,2016-10-03T08:00:00.000+08:00,2,"Morgan Stanley Sees Alcoa Posting A 'modest beat' For Q3, Expects Guidance To Be Cut, Maintains Overweight And $12.00 PT"
23d3608d-109e-4b23-a8cd-14971d598c1b,2016-10-03T08:00:00.000+08:00,2,First Two Weeks Of October EPS Estimates All In One Place
9660d538-d22a-405e-9767-37f8c988c863,2016-10-03T08:00:00.000+08:00,3,"Cramer Shares His Thoughts On Ollie's, Alcoa, Viacom And CBS"
94059b4a-145d-44b2-aa2c-1b0f2627e862,2016-09-29T08:00:00.000+08:00,4,Aloca Board Approves Separation Of Company
427fc4fc-7b45-4bd3-9cd1-435613aa0afb,2016-09-29T08:00:00.000+08:00,5,Aloca Board Approves Separation Of Company
f7b23f11-5473-493f-8452-3f8eb04f04f7,2016-09-20T08:00:00.000+08:00,1,"Alcoa Inc. Reports Proposed Debt Offering In Connection with Separation, Pricing & Terms Are Subject To Market Conditions And Other Factors"
bba30a60-f074-4efc-bd73-e9361aaff09b,2016-09-20T08:00:00.000+08:00,2,"Alcoa Inc. Reports Proposed Debt Offering In Connection with Separation, Pricing & Terms Are Subject To Market Conditions And Other Factors"
bd2f3574-e0e3-4c1f-83f0-287044240bcb,2016-09-19T08:00:00.000+08:00,1,Watch These 5 Huge Put Purchases In Monday Trade
f5322992-0b54-4616-8ccd-40fe03b37331,2016-09-19T08:00:00.000+08:00,3,Watch These 5 Huge Put Purchases In Monday Trade
25394aba-281e-47ff-b4e5-a3ba11b9f004,2016-09-16T08:00:00.000+08:00,2,Option Alert: AA Fri 10/28 8.5 Puts (Wkly) Sweep: 2264 @ ASK $0.22: 3874 traded vs 35 OI: Earnings 10/10 After Close $9.39 Ref
a52b0c57-8d38-4f4f-a6cb-67eee0cac5df,2016-09-16T08:00:00.000+08:00,1,Option Alert: AA Fri 10/28 8.5 Puts (Wkly) Sweep: 2264 @ ASK $0.22: 3874 traded vs 35 OI: Earnings 10/10 After Close $9.39 Ref
4596aa6d-8b20-4b59-84a0-e4bcc1bf0202,2016-09-14T08:00:00.000+08:00,4,Watch These 7 Huge Call Purchases In Wednesday Trade
13f9e0ed-b6ea-4ca4-aac3-ba0c69223e58,2016-09-14T08:00:00.000+08:00,4,Watch These 7 Huge Call Purchases In Wednesday Trade
39c1fcc6-3424-4278-8587-4e1a9401ae11,2016-09-13T08:00:00.000+08:00,3,Option Alert: AA Nov16 10.0 Calls Sweep: 1992 @ ASK $0.45: 2001 traded vs 990 OI: Earnings 10/10 After Close $9.57 Ref
dc94330f-c590-405e-8a13-7c36bb2cad12,2016-09-13T08:00:00.000+08:00,2,Option Alert: AA Nov16 10.0 Calls Sweep: 1992 @ ASK $0.45: 2001 traded vs 990 OI: Earnings 10/10 After Close $9.57 Ref
95d0a9e6-adf4-41c9-9ba1-9058851ae124,2016-09-09T08:00:00.000+08:00,1,Seaport Global Initiates Coverage on Alcoa at Neutral
04045cf9-f3a9-470a-ab5f-fac548646b3b,2016-09-09T08:00:00.000+08:00,2,Seaport Global Initiates Coverage on Alcoa at Neutral
8f816f82-e4bb-4bb5-ad2f-1dbe681398c0,2016-09-07T08:00:00.000+08:00,3,UPDATE: Alcoa Says Alcoa Corp. Board Will Have 12 Directors
c7339600-560c-49bb-a3fc-e74e623b9458,2016-09-07T08:00:00.000+08:00,3,UPDATE: Alcoa Says Arconic Board Will Have 13 Directors
9bcb978b-3403-4a5e-8235-cbb49ad02dc6,2016-09-07T08:00:00.000+08:00,3,"Alcoa Announces Boards for Arconic, Alcoa Corp."
1ad6af84-8438-4029-8bc6-b2d0966abe38,2016-09-07T08:00:00.000+08:00,2,UPDATE: Alcoa Says Alcoa Corp. Board Will Have 12 Directors
09621bf8-60e8-4a6b-9e6b-a6a34019c6c5,2016-09-07T08:00:00.000+08:00,2,UPDATE: Alcoa Says Arconic Board Will Have 13 Directors
74383ab4-ddd8-42ac-9912-ee050dcb3ec2,2016-09-07T08:00:00.000+08:00,3,"Alcoa Announces Boards for Arconic, Alcoa Corp."
de7d9319-470e-42fc-aa1c-645d0f7d0dcc,2016-09-01T08:00:00.000+08:00,4,Jim Cramer Gives His Opinion On Alcoa And Under Armour
a04c0409-18c8-4d50-b25f-f1cc37c225b4,2016-09-01T08:00:00.000+08:00,5,Jim Cramer Gives His Opinion On Alcoa And Under Armour
344b8a8c-fe18-402c-b0c8-abaf6fec6586,2016-08-25T08:00:00.000+08:00,1,A Cascade Of Corporate Exec Hires This Week
4d8ab65b-85fb-4fee-919f-f48c64024909,2016-08-25T08:00:00.000+08:00,2,A Cascade Of Corporate Exec Hires This Week
0bc40d81-7f25-401e-9e26-f4bbec6ff1aa,2016-08-24T08:00:00.000+08:00,5,Alcoa Names Kate Hargrove Ramundo Future Arconic Chief Legal Officer
a1a318fd-dc2d-478b-8539-c426308d60d6,2016-08-24T08:00:00.000+08:00,3,Alcoa Names Kate Hargrove Ramundo Future Arconic Chief Legal Officer
ffddec48-ab47-4c20-8edf-bf18c966c125,2016-08-02T08:00:00.000+08:00,1,"Notable Stocks Trading Ex-Dividend Wednesday, August 3"
190c610c-38fd-445c-9cce-284219e87f71,2016-08-02T08:00:00.000+08:00,1,"Notable Stocks Trading Ex-Dividend Wednesday, August 3"
cadb6b2f-dccc-4890-9cec-553f916d7b04,2016-07-27T08:00:00.000+08:00,2,"UPDATE: Alcoa To Hold Special Meeting Oct. 5th, 2016 To Seek Shareholder Approval On 1-for-3 Reverse Stock Split, Proxy Statement Filed With SEC"
a8489bf9-3e0d-4963-b2a0-25a519ab8561,2016-07-27T08:00:00.000+08:00,2,Alcoa Reports Plan for 1-for-3 Reverse Stock Split
195f9b05-5e2c-4612-a491-0f2fccbaab30,2016-07-27T08:00:00.000+08:00,3,Alcoa Files Preliminary Proxy Statement Related to Vote on Proposal to Authorize Board To Effect 1:3 Reverse Stock Split
462cb53a-d7ea-4803-98a1-9fb47a5d43fe,2016-07-27T08:00:00.000+08:00,4,"UPDATE: Alcoa To Hold Special Meeting Oct. 5th, 2016 To Seek Shareholder Approval On 1-for-3 Reverse Stock Split, Proxy Statement Filed With SEC"
67da8530-2c63-4a81-bd8d-6be513d66533,2016-07-27T08:00:00.000+08:00,2,Alcoa Reports Plan for 1-for-3 Reverse Stock Split
f2549675-b4a0-43a6-84f1-bc8432c0d1c3,2016-07-27T08:00:00.000+08:00,1,Alcoa Files Preliminary Proxy Statement Related to Vote on Proposal to Authorize Board To Effect 1:3 Reverse Stock Split
2ea681a6-2459-46a6-bc8a-c1a4363e3136,2016-07-13T08:00:00.000+08:00,1,Alcoa's Near-Term Earnings Are The Problem
d46fc9e6-fe02-4d04-af0a-1a98d2a9909e,2016-07-13T08:00:00.000+08:00,3,Alcoa's Near-Term Earnings Are The Problem
40e2e2b3-d5c2-467c-b2f7-3ae5931faa67,2016-07-12T08:00:00.000+08:00,4,Record Highs For Dow Jones And S&P 500
f01d1e77-b375-4d79-bbbc-495c62322ae4,2016-07-12T08:00:00.000+08:00,2,Mid-Afternoon Market Update: Dow Jumps 140 Points; Imperva Shares Slide Following Reduced Q2 Outlook
2cf6ac92-e317-4070-a721-cd181ce1034e,2016-07-12T08:00:00.000+08:00,4,Mid-Day Market Update: Crude Oil Up 3%; Seagate Shares Surge On Strong Revenue Guidance
2085d6de-afc5-46d0-8ed2-afb574866bb9,2016-07-12T08:00:00.000+08:00,3,Mid-Morning Market Update: Markets Open Higher; Alcoa Profit Beats Expectations
12e74529-150f-4c31-bf74-26aeef32e249,2016-07-12T08:00:00.000+08:00,2,The Market In 5 Minutes: Alcoa Kicks Off Earnings Season
e3ac73e8-0c29-4f3b-9361-52ef3a31c2b7,2016-07-12T08:00:00.000+08:00,4,A Peek Into The Markets: U.S. Stock Futures Gain; Alcoa Earnings Beat Views
02da4f4e-85c5-4a71-aadf-c9e7d2752cf3,2016-07-12T08:00:00.000+08:00,3,5 Stocks You Should Be Watching Today
a61ffb88-6d82-4a80-9ed8-bf3cbd511048,2016-07-12T08:00:00.000+08:00,4,Watch These 7 Huge Put Purchases In Tuesday Trade
817bb4c4-22b6-4b11-bdcd-5ea3709155ab,2016-07-12T08:00:00.000+08:00,5,Record Highs For Dow Jones And S&P 500
ea6de037-05e3-4f1f-b85b-ce647380e47f,2016-07-12T08:00:00.000+08:00,3,Mid-Afternoon Market Update: Dow Jumps 140 Points; Imperva Shares Slide Following Reduced Q2 Outlook
46a1fb54-ffc5-406c-a56c-765600110925,2016-07-12T08:00:00.000+08:00,4,Mid-Day Market Update: Crude Oil Up 3%; Seagate Shares Surge On Strong Revenue Guidance
3e0b0819-3cfd-4e68-8950-678aaef2da83,2016-07-12T08:00:00.000+08:00,5,Mid-Morning Market Update: Markets Open Higher; Alcoa Profit Beats Expectations
0102d1b1-b6a9-45ee-82cc-bb047ea056ea,2016-07-12T08:00:00.000+08:00,3,The Market In 5 Minutes: Alcoa Kicks Off Earnings Season
60acda98-541f-4639-a303-283b5a29a81c,2016-07-12T08:00:00.000+08:00,4,A Peek Into The Markets: U.S. Stock Futures Gain; Alcoa Earnings Beat Views
9a503a41-4f24-4a23-b9ca-8e9d5f93bd51,2016-07-12T08:00:00.000+08:00,2,5 Stocks You Should Be Watching Today
f85c9175-610a-495d-bd31-9b6d9e30012e,2016-07-12T08:00:00.000+08:00,1,Watch These 7 Huge Put Purchases In Tuesday Trade
e140370b-718f-4fa6-8a49-301e6a5621a2,2016-07-11T08:00:00.000+08:00,3,"Alcoa Subsidiary APGI To Sell 4 Hydroelectric Power Plants, Terms Not Disclosed"
06e6c28a-b25b-4a98-aff0-1bfb3c3f3dd5,2016-07-11T08:00:00.000+08:00,4,"Alcoa Sees Improvement in 2H'16 'as new platforms ramp up, and a strong 2017'"
762f1b55-2014-429e-a0ad-8ff2ddc09609,2016-07-11T08:00:00.000+08:00,4,Alcoa Shares Up ~4.6% Following Q2 Beat
e906b019-ecc7-4b00-b21b-9eced1edda5e,2016-07-11T08:00:00.000+08:00,4,Alcoa Says On Track to Separate in 2H'16
d1f13836-132f-44c1-8f7d-5f36575c20a1,2016-07-11T08:00:00.000+08:00,4,UPDATE: Alcoa Analysts Were Expecting Q2 EPS $0.10 on Sales $5.2B
33acbd50-62d4-4830-a762-10985c178c4e,2016-07-11T08:00:00.000+08:00,5,"Alcoa Reports Q2 Adj. EPS $0.15 vs $0.10 Est., Sales $5.3B vs $5.2B Est."
061f313e-f531-4d29-99ce-47def3916fb0,2016-07-11T08:00:00.000+08:00,2,Option Alert: AA Jul16 9.5 Puts Sweep: 1494 @ ASK $0.13: 14k traded vs 6682 OI: Earnings today After Close $10.09 Ref
ff997752-3c81-40a2-bb81-1401630b8dc7,2016-07-11T08:00:00.000+08:00,1,Option Alert: AA Jul16 8.0 Puts Sweep: 1818 @ ASK $0.01: 2030 traded vs 20k OI: Earnings today After Close $10.12 Ref
9884e5d7-bd2e-46ab-a609-30b3e7a5797a,2016-07-11T08:00:00.000+08:00,3,AA Holds Baton to Kick-Off Quarterly Earnings Parade
040730bb-c0b9-44a1-a978-39d0001a1d55,2016-07-11T08:00:00.000+08:00,4,A Peek Into The Markets: U.S. Stock Futures Rise; Alcoa Earnings In Focus
3a837273-508a-40ce-80e9-9528df47832f,2016-07-11T08:00:00.000+08:00,3,"Must Watch Stocks for July 11, 2016"
3937f560-55a0-49b4-b06a-f79d906a6681,2016-07-11T08:00:00.000+08:00,3,"Earnings Scheduled For July 11, 2016"
f95205ce-2d8e-4396-bc97-a81dc8c43a88,2016-07-11T08:00:00.000+08:00,1,"Alcoa Subsidiary APGI To Sell 4 Hydroelectric Power Plants, Terms Not Disclosed"
9a92874c-ee11-41f7-bcbb-6b4aaa917376,2016-07-11T08:00:00.000+08:00,3,"Alcoa Sees Improvement in 2H'16 'as new platforms ramp up, and a strong 2017'"
768c54ac-41ce-4282-b163-ba5acff03356,2016-07-11T08:00:00.000+08:00,4,Alcoa Shares Up ~4.6% Following Q2 Beat
283a9f89-7172-428c-8263-bfc712aaa777,2016-07-11T08:00:00.000+08:00,4,Alcoa Says On Track to Separate in 2H'16
af7f8f8b-851c-468b-8c39-038b19de7c56,2016-07-11T08:00:00.000+08:00,2,UPDATE: Alcoa Analysts Were Expecting Q2 EPS $0.10 on Sales $5.2B
96aa717d-0eec-4d5f-8193-f0e7c6a7791c,2016-07-11T08:00:00.000+08:00,4,"Alcoa Reports Q2 Adj. EPS $0.15 vs $0.10 Est., Sales $5.3B vs $5.2B Est."
80a09965-53f1-4c3a-a247-8ecd4037f92c,2016-07-11T08:00:00.000+08:00,3,Option Alert: AA Jul16 9.5 Puts Sweep: 1494 @ ASK $0.13: 14k traded vs 6682 OI: Earnings today After Close $10.09 Ref
07d4be56-b467-4a98-b881-2c010bf75fe6,2016-07-11T08:00:00.000+08:00,5,Option Alert: AA Jul16 8.0 Puts Sweep: 1818 @ ASK $0.01: 2030 traded vs 20k OI: Earnings today After Close $10.12 Ref
0fd441e8-b09a-474a-8bf7-6075ae5900d9,2016-07-11T08:00:00.000+08:00,1,AA Holds Baton to Kick-Off Quarterly Earnings Parade
8b0ad791-8bb8-4633-b623-92d998d2475b,2016-07-11T08:00:00.000+08:00,2,A Peek Into The Markets: U.S. Stock Futures Rise; Alcoa Earnings In Focus
5ae696fd-4533-4947-af35-92ba6006c587,2016-07-11T08:00:00.000+08:00,3,"Must Watch Stocks for July 11, 2016"
aab2b731-bfde-43dd-ac9f-81701e90cf22,2016-07-11T08:00:00.000+08:00,3,"Earnings Scheduled For July 11, 2016"
e366e553-189d-4148-a010-1f8c3a3e6fad,2016-07-08T08:00:00.000+08:00,3,Brexit Bumped Out Of The Market's Mind By Impending Earnings Season
a7174916-b93b-4e9f-b98b-2122e83b7a05,2016-07-08T08:00:00.000+08:00,3,Brexit Bumped Out Of The Market's Mind By Impending Earnings Season
e47df53d-3eea-46d8-b59d-acd4397f4001,2016-07-07T08:00:00.000+08:00,2,Fitch Removes Alcoa's 'BB+' IDR from Evolving Watch; Outlook Stable
67b7488a-e3df-4d3e-9ce9-94346c9f884d,2016-07-07T08:00:00.000+08:00,2,Fitch Removes Alcoa's 'BB+' IDR from Evolving Watch; Outlook Stable
8fca4615-9621-4b7b-9b99-e190fc86ad22,2016-06-30T08:00:00.000+08:00,3,"Analysts' Focus On Alcoa Shifts Away From Company Split, Back To Earnings"
1a52363c-fe56-490a-963a-a51d335baf5a,2016-06-30T08:00:00.000+08:00,4,Morgan Stanley Values Alcoa Following Form-10 Filing
ce3c1a5d-329a-485c-aa88-f0b391889d04,2016-06-30T08:00:00.000+08:00,5,"Alcoa Granted Multi-year, $470 Million Contract By Embraer"
7532f4d4-47b5-497b-80c5-d38c49284438,2016-06-30T08:00:00.000+08:00,5,Alcoa Reports Winning of $470M Multi-Year Contract with Embraer
2a843a18-a846-449f-899e-836d9403a2a1,2016-06-30T08:00:00.000+08:00,4,"Analysts' Focus On Alcoa Shifts Away From Company Split, Back To Earnings"
f91be48e-af69-41ca-a568-e6a23cfb3597,2016-06-30T08:00:00.000+08:00,3,Morgan Stanley Values Alcoa Following Form-10 Filing
fc329f88-9521-4149-b0e5-9cbf5bb4f929,2016-06-30T08:00:00.000+08:00,5,"Alcoa Granted Multi-year, $470 Million Contract By Embraer"
489956af-f18f-44d8-a642-54d8dab8e291,2016-06-30T08:00:00.000+08:00,5,Alcoa Reports Winning of $470M Multi-Year Contract with Embraer
19d6d6f7-fdb0-48b0-8bfa-9f73a1747f23,2016-06-29T08:00:00.000+08:00,2,New Details On Alcoa's Plans To Split Into 2 Companies
dc080f78-502c-44bd-bb3b-3c9451524a04,2016-06-29T08:00:00.000+08:00,3,Alcoa Lower After Announced Split
94273f49-fd5e-4dae-a4fe-8e9f07953d0e,2016-06-29T08:00:00.000+08:00,4,Alcoa Offers Further Details On Its Proposed Business Spin
58e0acab-f3d1-49b3-bf02-16a1fe284408,2016-06-29T08:00:00.000+08:00,5,Alcoa Files Form 10-12B for Alcoa Upstream Corporation
af714256-1862-4835-a224-671422d0101f,2016-06-29T08:00:00.000+08:00,5,UPDATE: Alcoa's Split Will Take Place by Means of Pro Rata Distribution by Parent of At Least 80.1% of Outstanding Shares
0cb48d3f-a85d-4db9-9521-f5fe3f53ff70,2016-06-29T08:00:00.000+08:00,3,UPDATE: Alcoa's Upstream Business Name Will Be Changed to Alcoa Corp.
fab777c5-898f-4379-a88a-5ae209a73016,2016-06-29T08:00:00.000+08:00,1,"Hearing Alcoa Has Confirmed Co. Will Split Into Two Publicly-Traded Cos., Parent Will Change Name to Arconic"
9e59b615-81a8-46cc-9752-6ab38f73f355,2016-06-29T08:00:00.000+08:00,2,New Details On Alcoa's Plans To Split Into 2 Companies
fd0bcdd4-2fc7-49ae-9872-8d1e08de3d33,2016-06-29T08:00:00.000+08:00,1,Alcoa Lower After Announced Split
ab7b0f24-6b18-48cb-abd9-08ad7c2784c4,2016-06-29T08:00:00.000+08:00,2,Alcoa Offers Further Details On Its Proposed Business Spin
46cd5e9b-7c29-4c64-b95e-c0a5b8df38dd,2016-06-29T08:00:00.000+08:00,2,Alcoa Files Form 10-12B for Alcoa Upstream Corporation
79ad9dd7-43b4-48a8-aded-5cdb053ef685,2016-06-29T08:00:00.000+08:00,4,UPDATE: Alcoa's Split Will Take Place by Means of Pro Rata Distribution by Parent of At Least 80.1% of Outstanding Shares
9f669144-ad4d-4c9c-9c5e-14fbd9589e22,2016-06-29T08:00:00.000+08:00,3,UPDATE: Alcoa's Upstream Business Name Will Be Changed to Alcoa Corp.
3d15fddb-0bbf-4576-bbca-316b5bd0944b,2016-06-29T08:00:00.000+08:00,1,"Hearing Alcoa Has Confirmed Co. Will Split Into Two Publicly-Traded Cos., Parent Will Change Name to Arconic"
914c8494-1417-43d9-a64f-c7869e883769,2016-06-22T08:00:00.000+08:00,1,Option Alert: AA Fri 7/22 10.0 Calls (Wkly) Sweep: 1358 @ ASK $0.50: 1385 traded vs 491 OI: Earnings 7/11 After Close $9.93 Ref
814e12b5-8076-4439-9fab-83be00498d4a,2016-06-22T08:00:00.000+08:00,2,Option Alert: AA Fri 7/22 10.0 Calls (Wkly) Sweep: 1358 @ ASK $0.50: 1385 traded vs 491 OI: Earnings 7/11 After Close $9.93 Ref
80fceb33-54f1-4e08-a159-68385ce93bb6,2016-06-15T08:00:00.000+08:00,4,Bank Of America Calls Steel Prices 'As Good As It Gets'
73bcbbc4-2c88-4cae-b378-d00648b5f784,2016-06-15T08:00:00.000+08:00,3,Bank Of America Calls Steel Prices 'As Good As It Gets'
66f63049-81a9-40ec-a260-d3b072552b71,2016-06-14T08:00:00.000+08:00,1,February 27 Earnings Update
18eabf42-bafe-4da3-a02e-a600c5155167,2016-06-14T08:00:00.000+08:00,1,February 27 Earnings Update
5201948f-ed83-4049-b6ad-d7d62c6ca072,2016-06-09T08:00:00.000+08:00,2,Watch These 7 Huge Call Purchases In Thursday Trade
dbed90e5-e390-4d2d-944d-61566e633e03,2016-06-09T08:00:00.000+08:00,2,Watch These 7 Huge Call Purchases In Thursday Trade
87635c74-7c8e-46b2-a9c1-16ed703b5ef0,2016-06-08T08:00:00.000+08:00,3,Option Alert: AA Jul16 11.0 Calls Sweep: 1080 @ ASK $0.19: 3145 traded vs 162k OI: Earnings 7/11 After Close $9.92 Ref
2d5ec260-daa3-41c5-a753-f9162f2d57fd,2016-06-08T08:00:00.000+08:00,4,Option Alert: AA Jul16 11.0 Calls Sweep: 1080 @ ASK $0.19: 3145 traded vs 162k OI: Earnings 7/11 After Close $9.92 Ref
5c156586-c3f5-4d9d-bf70-0b5171118b6b,2016-05-31T08:00:00.000+08:00,1,Alcoa Vs. Alumina Limited: Sterne Agee CRT's Take
0db9c9a0-f660-4b70-abb5-f2d2b2fa68aa,2016-05-31T08:00:00.000+08:00,1,Alcoa Files Complaint Against Alumina Ltd; Alleges Threats to Prevent Alcoa's Separation into Two Companies -8K
3f455119-5efa-4113-add7-0ce412da2956,2016-05-31T08:00:00.000+08:00,1,Alcoa Vs. Alumina Limited: Sterne Agee CRT's Take
4a8d8546-2489-4bc0-b82b-133aef2dc0b8,2016-05-31T08:00:00.000+08:00,3,Alcoa Files Complaint Against Alumina Ltd; Alleges Threats to Prevent Alcoa's Separation into Two Companies -8K
64015ed0-4950-46fb-bdc4-be9d9d302a9c,2016-05-25T08:00:00.000+08:00,2,Option Alert: AA Jul16 11.0 Calls Sweep: 3489 @ ASK $0.20: 3786 traded vs 153k OI: Earnings 7/11 After Close $9.59 Ref
f4d73f5c-18b5-4e14-bc50-c71e2143f73d,2016-05-25T08:00:00.000+08:00,2,Option Alert: AA Jul16 11.0 Calls Sweep: 3489 @ ASK $0.20: 3786 traded vs 153k OI: Earnings 7/11 After Close $9.59 Ref
cafd2f9e-4aff-4085-a22a-c5249ca29783,2016-05-23T08:00:00.000+08:00,4,'The Little Engine That Could': Bank Of America Upgrades Alcoa
d5dbf603-005d-499b-bdc8-e5a5ac06ea4c,2016-05-23T08:00:00.000+08:00,4,Benzinga's Top Upgrades
0c454fbd-6cbc-4704-8fb6-1d18fe1a4ab4,2016-05-23T08:00:00.000+08:00,5,Bank of America Upgrades Alcoa to Buy
fa250e38-8f34-468f-8ac4-6325e224767d,2016-05-23T08:00:00.000+08:00,4,'The Little Engine That Could': Bank Of America Upgrades Alcoa
77425ddb-804d-4d54-a371-be068285df23,2016-05-23T08:00:00.000+08:00,3,Benzinga's Top Upgrades
463fcd62-dc33-4f28-baf7-cf071dc73544,2016-05-23T08:00:00.000+08:00,5,Bank of America Upgrades Alcoa to Buy
a2200363-70ff-4e30-919d-e4eed6161d2d,2016-05-05T08:00:00.000+08:00,4,SEC To Wall Street: No More Non-GAAP Accounting... For Real This Time
695ba213-732b-4774-9c72-957a10b3fdc2,2016-05-05T08:00:00.000+08:00,3,SEC To Wall Street: No More Non-GAAP Accounting... For Real This Time
786ac949-5433-415c-b4b6-9a1cff8ae6b8,2016-05-04T08:00:00.000+08:00,4,"Big Volume In Alcoa, Seeing Action In The Jan17 $11 Calls"
9831eba3-2f7d-4bbd-9ace-5d09ca91a461,2016-05-04T08:00:00.000+08:00,5,"Big Volume In Alcoa, Seeing Action In The Jan17 $11 Calls"
def42e51-c35b-4132-b5b6-f5bd9bbfc65e,2016-04-28T08:00:00.000+08:00,3,"Dir Schmidt Buys 5,000 Shares of Alcoa @$10.25/Share -Form 4"
fed4e82d-db94-490f-b67f-1dee342181da,2016-04-28T08:00:00.000+08:00,2,"Dir Schmidt Buys 5,000 Shares of Alcoa @$10.25/Share -Form 4"
da1f7cdc-25c0-469d-b0cd-b9c777969fed,2016-04-27T08:00:00.000+08:00,3,Option Alert: AA Jul16 11.0 Puts Sweep: 3131 @ ASK $0.72: 3294 traded vs 678 OI: $11.29 Ref
494f03b7-06d1-4a27-a84e-423a50afcbd7,2016-04-27T08:00:00.000+08:00,5,Option Alert: AA Jul16 11.0 Puts Sweep: 3131 @ ASK $0.72: 3294 traded vs 678 OI: $11.29 Ref
97006584-51a2-4b92-9ab7-106ea449893a,2016-04-26T08:00:00.000+08:00,5,Rosenblatt Initiates Coverage on Alcoa at Buy
ee507620-5a0a-4eb6-8bc3-767389e6b897,2016-04-26T08:00:00.000+08:00,2,"VP Jarrault Sells 12,810 Shares of Alcoa @$10.23/Share -Form 4"
7719abbc-16d7-4950-b9a7-93f3229e80d8,2016-04-26T08:00:00.000+08:00,5,Rosenblatt Initiates Coverage on Alcoa at Buy
3f20a893-efc7-4a2c-ba1c-8305c62e4fb6,2016-04-26T08:00:00.000+08:00,3,"VP Jarrault Sells 12,810 Shares of Alcoa @$10.23/Share -Form 4"
026b7ebf-d73d-4fb5-87d4-3ceb58d47fad,2016-04-22T08:00:00.000+08:00,4,"8-K from Alcoa Shows Co. Will Become Owner of Rolling Mill at Warrick Operations, Stake in Ma'aden Rolling Co."
cf1219b3-ac52-4e83-9676-f5105b308530,2016-04-22T08:00:00.000+08:00,4,"8-K from Alcoa Shows Co. Will Become Owner of Rolling Mill at Warrick Operations, Stake in Ma'aden Rolling Co."
dbfe7f87-637c-4bbc-9f87-ad83384104e6,2016-04-20T08:00:00.000+08:00,2,"Director Sorrell Buys 2,100 Shares of Alcoa @$10.36/Share -Form 4"
94f6aa8e-64ce-4243-a348-e38392ed48ce,2016-04-20T08:00:00.000+08:00,2,"Director Sorrell Buys 2,100 Shares of Alcoa @$10.36/Share -Form 4"
7b4b8595-1532-48be-b3a2-106fa95a14c9,2016-04-14T08:00:00.000+08:00,3,"After-Hours Recap: Big Banks, Liquidity Services's DoD Deal, Haemonetics' CFO & More"
bf29aa9e-ed73-4952-b772-730c9cca1050,2016-04-14T08:00:00.000+08:00,4,"After-Hours Recap: Big Banks, Liquidity Services's DoD Deal, Haemonetics' CFO & More"
b93f0aea-3961-4058-a351-f773c3ce0646,2016-04-13T08:00:00.000+08:00,3,Alcoa: The Day After Its Q1 Report
6419d779-fc8f-448d-8987-bcf1a09b545e,2016-04-13T08:00:00.000+08:00,2,Do You Use Alcoa As An Indicator For Earnings Season?
fb837d7f-ff99-4dd4-be9a-838d82d5d868,2016-04-13T08:00:00.000+08:00,4,Alcoa: The Day After Its Q1 Report
684073a3-1bfb-4fcf-9703-41876a74773f,2016-04-13T08:00:00.000+08:00,2,Do You Use Alcoa As An Indicator For Earnings Season?
115d089c-4d0f-4baa-83e9-f9a7f48864ac,2016-04-12T08:00:00.000+08:00,1,Alcoa Drops 3% Following Sales Miss
3fedb977-3f77-415b-a3b6-8f5b17cbea1d,2016-04-12T08:00:00.000+08:00,3,How Long Will This Trading Range Persist?
69c7b192-d8fc-4cda-b5bf-50881a0302a9,2016-04-12T08:00:00.000+08:00,2,Mid-Afternoon Market Update: Crude Oil Up 4.5%; Horizon Pharma Shares Tumble
c2858fd5-9aa6-4f1a-a058-5aa3c1598854,2016-04-12T08:00:00.000+08:00,3,Analysts Weigh In On Alcoa's Q1 Results
39353bb9-fecd-4a13-a0a7-735f79236fb5,2016-04-12T08:00:00.000+08:00,1,Mid-Day Market Update: Dow Jumps 150 Points; Juniper Shares Drop On Weak Forecast
a2173bde-54b9-4917-9b9a-9baac27aa168,2016-04-12T08:00:00.000+08:00,4,"So What's the Fed Thinking Now? Members to Speak, Markets Could React"
8bf9c131-d43c-47d8-9daf-8183bec58ac5,2016-04-12T08:00:00.000+08:00,2,Do Alcoa's Results Signal Trouble For Aerospace And Construction Companies?
f04fb87b-cc75-4e64-a497-a5f2e712022c,2016-04-12T08:00:00.000+08:00,2,Mid-Morning Market Update: Markets Open Higher; Alcoa Revenue Misses Views
33ed1e15-5f1a-45c2-8ffc-9cee04a6b169,2016-04-12T08:00:00.000+08:00,3,The Market In 5 Minutes: Are You Ready For Q2 Earnings Season?
331de5cc-508e-4451-b65a-9eb456347cca,2016-04-12T08:00:00.000+08:00,4,"Notable Imbalances Before Tuesday's Open Led By Under Armour, Boeing, Caterpillar"
39ee0cd4-400d-4247-8810-f39495b62131,2016-04-12T08:00:00.000+08:00,2,Did Alcoa Really Beat EPS Consensus Estimates In Q1?
571f1271-d63e-4c7e-a6b6-6318b5ca9bbe,2016-04-12T08:00:00.000+08:00,3,10 Stocks Moving In Tuesday's Pre-Market Session
